"X","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","Central_AC_Heater","Log_GrLivArea","Log_LotArea","Qual_x_Area","Garage_x_Qual","House_Age","SalePrice","Remodel_Age","Garage_Age","ReviewSentiment","TotalArea","OutdoorArea","AboveBath","BsmtBath","HasFireplace","Fireplaces_cap2","GarageCars_cap4","Kitchen2plus","Qual_x_TotalArea","Cond_x_TotalArea","House_Age_x_TotalArea"
5667,"20","RL",81.02421334,7638.863705,1,0,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","BrkFace","Wd Sdng","BrkFace",0,"TA","CBlock","TA","No","Rec",584.8604692,"LwQ",353.5109608,239.5832578,"GasA","Ex",1,"SBrkr",1187.200023,3,"TA",6,"Typ","Gd","Detchd","RFn",483.430418,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.080194855,8.941135042,5936.000115,10,50,504002,50,50,"0",2842.783194509,1.414927509,1.5,0,0,0,2,0,14213.915972545,17056.699167054,11177.3278324484
5668,"89","RL",69.37129123,8752.668274,1,0,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,"Gable","CompShg","Plywood","Plywood","BrkFace",0.193259629,"TA","CBlock","TA","No","Unf",0,"Unf",0,1582.210208,"GasA","TA",1,"SBrkr",1580.60885,4,"TA",8,"Typ","Gd","Detchd","Unf",502.3881433,"TA","Y","Fa","MnPrv","Shed",1.614696987,"WD","Normal",1,7.366197867,9.077228123,7903.04425,10,39,1558999,39,39,"1",3674.370189225,1.320183925,2,0,0,0,2,1,18371.850946125,18371.850946125,13554.3086978408
5669,"20","RL",85.3335416,11378.2408,1,0,"IR1","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673.1409851,"Gd","PConc","Ex","Av","GLQ",1565.043273,"Unf",0,398.5745393,"GasA","Ex",1,"SBrkr",1959.340728,3,"Gd",7,"Typ","Gd","Attchd","Fin",892.7145238,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.580873578,9.339545992,15674.725824,24,3,2915476,2,3,"0",5082.455897667,266.550899867,2.5,1,1,1,3,0,40659.647181336,25412.279488335,7045.77995157629
5670,"84","RL",69.75085108,8362.860696,1,0,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,7,"Gable","CompShg","HdBoard","Wd Shng","BrkFace",0,"TA","CBlock","Gd","Av","GLQ",644.5972028,"Unf",0,103.624017,"GasA","TA",1,"SBrkr",767.0262924,2,"TA",5,"Typ","Gd","Detchd","Unf",394.1385374,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.643823967,9.031675405,3835.131462,10,37,255298,2,21,"0",1982.998644686,59.197338486,1,1,0,0,2,0,9914.99322343,13880.990512802,7213.32842466597
5671,"60","RL",78.01222506,12126.48957,1,0,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",303.4833413,"Gd","CBlock","Gd","No","ALQ",323.165234,"Unf",2.117439141,408.0307576,"GasA","Ex",1,"SBrkr",1478.240871,3,"Gd",6,"Typ","TA","Attchd","RFn",488.156902,"TA","Y","Fa","MnPrv","Shed",7.361259782,"WD","Normal",1,7.29928431,9.40323002,10347.686097,14,25,358203,4,26,"-2",2930.601706129,243.939296529,2.5,0,1,1,2,0,20514.211942903,20514.211942903,9548.18327305874
5672,"60","RL",68.93531917,13053.05836,1,0,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",284.8620175,"TA","PConc","Gd","No","Unf",0,"Unf",0.96832236,957.0036358,"GasA","Gd",1,"SBrkr",2241.298738,4,"Gd",8,"Typ","TA","BuiltIn","Fin",642.9238672,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.715256841,9.47685435,15689.091166,14,9,641319,9,9,"0",3848.981212758,0.393799558,2.5,0,1,1,2,0,26942.868489306,19244.90606379,8862.60676371072
5673,"119","RL",43.11070347,3064.341488,1,0,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",13.86529035,"Gd","PConc","Gd","No","GLQ",24.54593419,"Unf",1.366666249,1233.974539,"GasA","Ex",1,"SBrkr",1264.309819,2,"Gd",6,"Typ","TA","Attchd","Fin",431.0898678,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.143072287,8.027914257,10114.478552,16,6,834806,5,6,"0",3259.01424702,312.20494922,2,0,1,1,2,0,26072.11397616,16295.0712351,6341.74889919208
5674,"20","RL",69.0515271,9288.991345,1,0,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3.933306353,"TA","CBlock","Gd","Av","LwQ",277.9601292,"BLQ",490.3951995,164.878432,"GasA","TA",1,"SBrkr",942.3549255,3,"TA",5,"Typ","Gd","Detchd","Unf",308.1495628,"TA","Y","Fa","MnPrv","Shed",0.057402948,"WD","Normal",1,6.849442591,9.1366929,4711.7746275,5,33,319256,28,31,"-2",2341.78996779,148.17296579,1,1,0,0,1,0,11708.94983895,14050.73980674,8257.99569935681
5675,"20","RL",79.93189905,11038.68501,1,0,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",145.5629941,"TA","PConc","TA","No","ALQ",828.1232511,"Unf",0,311.3093993,"GasA","Gd",1,"SBrkr",1702.193797,3,"TA",7,"Typ","TA","Attchd","Fin",480.5511841,"TA","Y","Fa","MnPrv","Shed",9.726973644,"WD","Normal",1,7.440260472,9.309251788,10213.162782,12,31,1415265,11,31,"2",3319.734001018,1.259851918,2,0,1,1,2,0,19918.404006108,16598.67000509,11505.3213150731
5676,"50","RM",69.21747029,6171.765567,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.554108322,"TA","BrkTil","TA","No","LwQ",59.91148674,"Unf",0,812.8576409,"GasA","Gd",1,"SBrkr",1407.048699,3,"TA",6,"Typ","Gd","Detchd","Unf",529.1636238,"TA","Y","Fa","MnPrv","Shed",3.868233147,"WD","Normal",1,7.249960123,8.727902245,8442.292194,12,69,263164,57,39,"-2",3109.012613527,312.547676627,1.5,1,1,1,2,0,18654.075681162,15545.063067635,13208.6252960409
5677,"20","RL",70.51574704,9117.319007,1,0,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",243.9932617,"Gd","PConc","Gd","Av","GLQ",1396.722362,"Unf",0.462026524,128.1827769,"GasA","Ex",1,"SBrkr",1532.247593,3,"Gd",6,"Typ","Gd","Attchd","RFn",543.4847644,"TA","Y","Fa","MnPrv","Shed",0.466941932,"WD","Normal",1,7.335143375,9.118040747,10725.733151,14,6,1698488,6,6,"3",3849.970661357,255.597126957,2,1,0,0,2,0,26949.794629499,19249.853306785,7491.69698349978
5678,"20","RL",104.8425589,15493.95104,1,0,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",402.4033338,"Ex","PConc","Ex","Gd","GLQ",1433.23776,"Unf",0,564.4491584,"GasA","Ex",1,"SBrkr",2038.090964,2,"Ex",7,"Typ","Gd","Attchd","Fin",877.2647373,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.620259382,9.64826951,20380.90964,30,2,2158690,1,2,"-2",5337.999834336,428.233927036,2.5,1,1,2,3,0,53379.99834336,26689.99917168,5864.39221490986
5679,"91","RL",74.08152046,6801.530098,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",59.09000282,"TA","Slab","TA","No","GLQ",2.695078927,"Unf",0.070707274,0,"GasA","TA",0,"FuseF",1156.409619,2,"TA",6,"Typ","Gd","Attchd","Unf",0,"TA","N","Fa","MnPrv","Shed",0,"WD","Normal",1,7.0539397,8.825049895,4625.638476,0,53,37768,53,29,"2",1158.354953478,1.945334478,2,0,0,0,0,1,4633.419813912,5791.77476739,4620.65942968244
5680,"21","RL",96.12103703,12387.85859,1,0,"Reg","Lvl","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,"Hip","CompShg","CemntBd","CmentBd","Stone",230.6690501,"Ex","PConc","Ex","Gd","GLQ",1168.018187,"Unf",3.294062994,524.7707747,"GasA","Ex",1,"SBrkr",1720.154894,3,"Ex",7,"Typ","Gd","Attchd","Fin",781.8324644,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.450750794,9.424552847,17201.54894,30,3,5848059,2,1,"2",4472.497294798,264.540527398,2,1,1,1,3,0,44724.97294798,22362.48647399,6200.19777990243
5681,"60","RL",74.44649704,9748.274154,1,0,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.443364418,"TA","PConc","Gd","Av","GLQ",975.9064595,"Unf",0,133.9289067,"GasA","Ex",1,"SBrkr",2107.045435,3,"Gd",8,"Typ","TA","Detchd","RFn",584.5373407,"TA","Y","Fa","MnPrv","Shed",0.547907983,"WD","Normal",1,7.653516463,9.184948115,14749.318045,14,8,1023526,8,8,"0",4227.31106468,425.63903598,2.5,1,1,1,2,0,29591.17745276,25363.86638808,9288.35176736024
5682,"30","RM",50.15517807,4924.553189,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"TA","BrkTil","TA","No","Rec",184.0207166,"Unf",0,576.1148704,"GasA","TA",0,"FuseF",766.1920749,2,"Gd",4,"Typ","Gd","Detchd","Unf",203.5479063,"Fa","P","Fa","MnPrv","Shed",0.500334406,"WD","Normal",1,6.642737194,8.50219187,3064.7682996,4,85,228808,60,84,"0",1912.463440774,175.004887774,1,1,0,0,1,0,7649.853763096,13387.244085418,8518.77635659535
5683,"20","RL",60.10520889,12472.12399,1,0,"Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","PConc","Gd","No","GLQ",839.8908114,"Unf",0,273.777124,"GasA","Ex",1,"SBrkr",1105.214254,3,"Gd",6,"Typ","Gd","Detchd","Unf",577.6114166,"TA","Y","Fa","MnPrv","Shed",8.787890804,"WD","Normal",1,7.008698883,9.431331528,5526.07127,10,6,731750,5,4,"-1",2837.33904009,44.46976049,2,1,0,0,2,0,14186.69520045,14186.69520045,5521.20683442199
5684,"20","RL",79.97287059,8951.998072,1,0,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66.3394913,"TA","CBlock","TA","No","Unf",6.160153279,"Unf",1.293333813,1069.844088,"GasA","Gd",1,"SBrkr",1064.063021,3,"TA",6,"Typ","Gd","Detchd","Unf",456.9997498,"TA","Y","Fa","MnPrv","Shed",0,"COD","Normal",1,6.970789251,9.099743735,5320.315105,10,47,713039,47,33,"2",2654.296716365,76.521206565,1.5,0,0,0,2,0,13271.483581825,13271.483581825,10275.3161316417
5685,"21","RL",39.07393974,16214.58084,1,0,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,4,"Gable","CompShg","HdBoard","HdBoard","BrkFace",0.748768634,"TA","CBlock","Gd","Av","Rec",50.48006922,"BLQ",417.885528,390.7354617,"GasA","TA",1,"SBrkr",905.9493177,3,"TA",5,"Typ","Gd","Attchd","RFn",307.713787,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.81008657,9.693727839,4529.7465885,5,30,326446,30,30,"0",2087.067978949,0.307166949,1,1,0,0,1,0,10435.339894745,8348.271915796,7166.96473460154
5686,"70","RL",77.91382249,12077.50777,1,0,"Reg","HLS","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,"Gable","CompShg","BrkFace","Wd Sdng","BrkFace",0,"TA","PConc","Gd","Mn","BLQ",424.6929933,"Unf",0,535.377414,"GasA","TA",1,"SBrkr",3196.186218,4,"TA",10,"Typ","Gd","Basment","Unf",377.2274361,"TA","Y","Fa","MnPrv","Shed",14.81640384,"WD","Alloca",0,8.070026395,9.399182935,25569.489744,16,73,916137,9,73,"0",4542.621989756,0.571293456,2.5,0,1,2,2,0,36340.975918048,27255.731938536,19551.7407377305
5687,"160","FV",30.07435916,3129.333897,1,1,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"Gd","PConc","Gd","No","GLQ",392.5107027,"Unf",0.762204405,204.3424245,"GasA","Ex",1,"SBrkr",1198.097789,2,"Gd",5,"Typ","Gd","Detchd","RFn",476.067796,"TA","Y","Fa","MnPrv","Shed",1.142585912,"WD","Normal",1,7.089324711,8.048894954,7188.586734,12,3,154460,3,0,"-2",2443.735518984,167.134359684,2.5,1,0,0,2,0,14662.413113904,12218.67759492,3387.73677003591
5688,"20","RL",84.96313164,14486.64562,1,0,"Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",233.3190803,"Gd","PConc","Gd","Av","GLQ",1299.438518,"Unf",0.907348664,311.8101479,"GasA","Ex",1,"SBrkr",1636.439957,3,"Gd",9,"Typ","Gd","Attchd","Fin",807.0258199,"TA","Y","Fa","MnPrv","Shed",5.449227289,"WD","Normal",1,7.400889299,9.581051539,13091.519656,24,5,2076630,4,0,"0",4305.909509213,252.381178313,2,1,1,1,3,0,34447.276073704,21529.547546065,7715.15413677152
5689,"60","RL",74.04398876,7640.215189,1,0,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",98.60435085,"Gd","PConc","Gd","No","Unf",4.395720727,"Unf",0,782.0512885,"GasA","Ex",1,"SBrkr",1585.34809,3,"Gd",7,"Typ","Gd","Attchd","RFn",446.0999732,"TA","Y","Fa","MnPrv","Shed",2.017797956,"WD","Normal",1,7.369189855,8.941311926,11097.43663,14,0,431646,1,1,"0",2989.198724915,178.223074715,2.5,0,0,0,2,0,20924.391074405,14945.993624575,0
5690,"71","RM",60.13899818,10257.60061,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"TA","PConc","TA","No","Unf",0.369988431,"Unf",4.200890711,652.5605747,"GasA","Gd",1,"SBrkr",1532.925771,3,"Gd",8,"Typ","Po","Detchd","Unf",683.193666,"Gd","P","Fa","MnPrv","Shed",0,"WD","Normal",1,7.335585592,9.235871717,7664.628855,10,103,155920,6,25,"-2",3086.916132574,220.736236374,2,0,1,1,2,0,15434.58066287,24695.329060592,14336.8451925394
5691,"30","RM",60.04712595,7102.796477,1,0,"Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,7,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.123341825,"TA","CBlock","TA","No","Unf",0,"Unf",0,1043.925962,"GasA","Gd",1,"SBrkr",1039.161386,2,"TA",5,"Typ","Gd","Detchd","Unf",321.6969533,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.947131159,8.868384635,6234.968316,12,83,566697,16,15,"0",2537.088927106,131.906779806,1,0,0,0,2,0,15222.533562636,17759.622489742,11241.3762383806
5692,"120","RL",59.99837514,8121.206796,1,0,"Reg","HLS","Inside","Gtl","StoneBr","PosN","PosN","TwnhsE","1Story",9,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",177.3286609,"Ex","PConc","Ex","Gd","GLQ",1030.289868,"Unf",0,677.2982734,"GasA","Ex",1,"SBrkr",1717.860753,2,"Ex",6,"Typ","Gd","Attchd","RFn",555.8153186,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.449416997,9.002357169,15460.746777,18,1,1849478,1,1,"-1",4187.590096535,203.836115935,2,1,1,1,2,0,37688.310868815,20937.950482675,2902.61626875398
5693,"60","RL",68.6117509,7823.54892,1,0,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.642049136,"Gd","PConc","Gd","No","GLQ",631.5870013,"Unf",2.35054695,233.679268,"GasA","Ex",1,"SBrkr",1950.265235,4,"Gd",8,"Typ","TA","BuiltIn","Fin",439.8500789,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.57623328,8.965021368,11701.59141,12,8,569815,8,8,"-1",3586.453349515,337.041818015,2.5,1,1,2,2,0,21518.72009709,17932.266747575,7880.24344502417
5694,"20","RL",65.06276275,8527.012394,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,8,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1.346349744,"TA","CBlock","TA","No","GLQ",546.5799392,"BLQ",118.9271629,215.2567783,"GasA","Ex",1,"SBrkr",897.7088465,3,"TA",5,"Typ","Gd","Detchd","Unf",336.6317351,"TA","Y","Fa","MnPrv","Shed",1.541557359,"WD","Normal",1,6.800959118,9.0511116,4488.5442325,5,45,310156,1,37,"-2",2690.691426116,559.245047416,1,1,1,1,1,0,13453.45713058,21525.531408928,10301.692579206
5695,"60","RL",64.80715664,7109.558528,1,0,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.840344894,"Gd","PConc","Gd","No","ALQ",379.7191696,"Unf",1.143211427,373.8358457,"GasA","Ex",1,"SBrkr",1610.539694,3,"Gd",7,"Typ","Gd","Attchd","RFn",484.823799,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.384945333,8.869336075,9663.238164,12,14,1008146,14,14,"2",2975.448530826,124.247649126,2.5,0,0,0,2,0,17852.691184956,14877.24265413,8057.66399227262
5696,"20","RL",80.24487026,10826.64204,1,0,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"Hip","CompShg","HdBoard","HdBoard","Stone",240.9378152,"Gd","CBlock","TA","No","Unf",1.668373486,"Unf",0,1248.311875,"GasA","Ex",1,"SBrkr",1248.578141,3,"Gd",7,"Typ","Gd","Detchd","Unf",527.1432785,"TA","Y","Fa","MnPrv","Shed",10.32343409,"WD","Normal",0,7.130561286,9.289857591,7491.468846,12,49,592599,49,48,"-2",3070.346571186,40.681898686,1,0,0,0,2,0,18422.079427116,18422.079427116,12011.2664211171
5697,"20","RL",90.03010736,13355.0224,1,0,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","GLQ",1586.431711,"Unf",0.376537647,259.4935665,"GasA","Gd",1,"SBrkr",1858.814565,3,"Gd",7,"Typ","Gd","Attchd","RFn",494.4668204,"TA","Y","Fa","MnPrv","Shed",0.939788362,"New","Partial",1,7.528232066,9.499722678,11152.88739,12,0,1689210,0,0,"0",4216.470210557,30.566507157,2,1,1,1,2,0,25298.821263342,21082.351052785,0
5698,"30","RL",62.84110543,13935.72312,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","WdShing","Wd Shng","BrkFace",0,"TA","CBlock","TA","No","BLQ",287.8986667,"Unf",0,710.3761448,"GasA","Ex",1,"SBrkr",1000.060932,3,"TA",6,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",6.871549902,"WD","Normal",1,6.908815649,9.542282586,5000.30466,0,67,461549,39,0,"0",2133.862986192,143.443492292,1,1,1,1,0,0,10669.31493096,12803.177917152,9003.85131202724
5699,"120","FV",50.39349456,5111.357243,1,0,"IR1","Lvl","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60.58811068,"Gd","PConc","Ex","Av","GLQ",1246.882916,"Unf",1.12613789,458.3098544,"GasA","Ex",1,"SBrkr",1717.826451,2,"Gd",5,"Typ","TA","Attchd","Fin",504.1705491,"TA","Y","Fa","MnPrv","Shed",0,"CWD","Abnorml",1,7.449397041,8.539415877,15460.438059,18,9,1485401,8,9,"-2",4080.53304296,161.52949986,2,1,1,1,2,0,36724.79738664,20402.6652148,9395.77455618933
5700,"60","RL",99.06353637,13011.71492,1,0,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",501.4044392,"Gd","PConc","Gd","Av","Unf",0,"Unf",0.778856456,1701.591666,"GasA","Ex",1,"SBrkr",2950.889172,5,"Ex",11,"Typ","Ex","BuiltIn","RFn",914.7564644,"TA","Y","Fa","MnPrv","Shed",6.369167612,"WD","Normal",1,7.990200642,9.473682229,23607.113376,24,3,1562440,3,3,"-2",5820.189052005,245.140627605,2.5,0,1,1,3,0,46561.51241604,29100.945260025,8068.49526344625
5701,"20","RL",80.0637216,11339.05628,1,0,"Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",888.3823648,"Gd","PConc","Gd","Av","GLQ",1329.128928,"Unf",2.711723035,592.5094804,"GasA","Ex",1,"SBrkr",1925.562026,2,"Gd",6,"Typ","Ex","Attchd","Fin",689.3620968,"TA","Y","Fa","MnPrv","Shed",4.805018215,"WD","Normal",1,7.56349236,9.33609654,15404.496208,24,5,2466367,5,5,"0",4802.616312519,267.090240719,2,1,1,1,3,0,38420.930500152,24013.081562595,8605.13325502504
5702,"20","RL",69.65714503,8346.032042,1,0,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",111.19576,"Gd","PConc","Gd","Av","GLQ",719.4149294,"Unf",0.883759525,770.3422402,"GasA","Ex",1,"SBrkr",1485.843374,3,"Gd",7,"Typ","Gd","Attchd","RFn",608.5594289,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.304410611,9.029661311,10400.903618,14,6,1363326,5,6,"0",3744.263119894,180.664385994,2,1,0,0,2,0,26209.841839258,18721.31559947,7285.99960573525
5703,"61","RL",60.14791884,8180.22358,1,0,"IR1","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",17.46833111,"TA","PConc","Gd","No","Unf",3.060666173,"Unf",0.673106474,977.6975582,"GasA","Ex",1,"SBrkr",1802.738222,3,"TA",7,"Typ","TA","Attchd","Fin",465.6055801,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.49761658,9.009597,10816.429332,12,9,622088,9,9,"0",3419.387536365,166.133533265,2.5,0,1,1,2,0,20516.32521819,17096.937681825,7873.43076840368
5704,"60","RL",68.88503667,13207.82672,1,0,"IR1","Lvl","Corner","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",129.3537651,"TA","PConc","Gd","No","GLQ",688.3220218,"Unf",1.736115599,179.2248364,"GasA","Ex",1,"SBrkr",1767.775313,3,"Gd",6,"Typ","Gd","Attchd","RFn",600.5648913,"TA","Y","Fa","MnPrv","Shed",11.21873586,"WD","Normal",1,7.478042673,9.488640576,10606.651878,12,11,456647,11,11,"0",3324.56895537,97.61769977,2.5,1,0,0,2,0,19947.41373222,16622.84477685,8261.24350487766
5705,"20","RL",50.4181263,4868.024125,1,0,"Reg","Low","Inside","Mod","BrkSide","Norm","Norm","1Fam","1Story",1,3,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Fa","Slab","TA","No","GLQ",0.288550237,"Unf",0.68032805,0.516346427,"GasA","Fa",0,"FuseF",335.3564284,1,"Fa",2,"Typ","Gd","Attchd","Unf",0.643999352,"TA","N","Fa","MnPrv","Shed",0,"WD","Normal",1,5.818171397,8.490648811,335.3564284,0,61,11584,57,0,"0",336.939533642,0.93910589,1,0,0,0,0,0,336.939533642,1010.818600926,1390.59473497496
5706,"20","RL",73.74599169,9050.383445,1,0,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","WdShing","Wd Shng","BrkFace",1.766122035,"Gd","Stone","TA","Av","Unf",0.606558223,"Unf",0,103.1571718,"GasA","Gd",1,"SBrkr",911.2156007,3,"Gd",5,"Typ","Gd","Attchd","Unf",413.7075328,"TA","Y","Fa","GdWo","Shed",1.334380816,"WD","Normal",0,6.815876366,9.110672892,4556.0780035,10,55,39771,12,55,"-2",1780.340568277,346.416923277,1,0,0,0,2,0,8901.702841385,12462.383977939,7166.4969165982
5707,"89","RL",69.56279746,7770.508496,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl",5,6,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",122.8464351,"TA","CBlock","TA","Av","ALQ",799.9774231,"Unf",0,300.3032982,"GasA","TA",1,"SBrkr",1194.346804,3,"TA",6,"Typ","Gd","Attchd","Unf",538.7607019,"TA","Y","Fa","GdWo","Shed",0,"WD","Normal",1,7.086191635,8.958219568,5971.73402,10,44,935833,44,44,"2",2859.864710881,19.297221981,1,1,0,0,2,0,14299.323554405,17159.188265286,10886.5397207285
5708,"21","RL",63.92502536,6436.724128,1,0,"Reg","HLS","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,"Hip","CompShg","WdShing","Wd Shng","BrkFace",0,"TA","CBlock","TA","No","Unf",0,"Unf",0,960.5326683,"GasA","Ex",1,"SBrkr",961.3744537,3,"TA",5,"Typ","Gd","Attchd","Unf",1.385216783,"TA","Y","Fa","MnPrv","Shed",4.749176412,"WD","Normal",0,6.86940362,8.76993036,3845.4978148,0,52,342243,52,0,"0",1931.905206383,0,1,0,0,0,0,0,7727.620825532,9659.526031915,7670.22761865167
